"selection3_name","selection3_url","selection3_selection4","selection3_selection5","selection3_selection6","selection3_selection7","selection3_selection8","selection3_selection9"
"CAS122","http://www.rpiparts.com/PartPage.asp?equip=34&oem=205&model=3434&rpinum=CAS122","NE210","POWER SWITCH","ROTATORS
LABNET INTERNATIONAL, INC.
H5500 Mini LabRoller™","RPI Part #CAS122
OEM Part #NE210
POWER SWITCH
Rocker switch
16A @ 250VAC; SPST
.187"" Tabs
Color: Black body with white I/O marking
Fits: Chassis
Model(s) This Part Fits: H5500 Mini LabRoller™, S0500 GyroMini™, S0600 Enduro™ MiniMix™
Catalog Page(s): 3-1100
Part Description Updated: 7/1/2014","Rocker switch
16A @ 250VAC; SPST
.187"" Tabs
Color: Black body with white I/O marking","http://www.rpiparts.com/pimages/CAS122.GIF"
