"Internal - PDF"
"Address","Content","Status Code","Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H2-1","H2-1 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Text Ratio","Crawl Depth","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URI","Redirect Type","URL Encoded Address"
"https://www.rpiparts.com/pdf/RPICreditApplication0210.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","37864","0","0.0","2","1","1","0.27","0","0","0","0","","0.739","Wed, 24 Feb 2010 15:38:00 GMT","","","https://www.rpiparts.com/pdf/RPICreditApplication0210.pdf"
"https://www.rpiparts.com/pdf/Tuttnauer0717.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","2583593","0","0.0","1","5","3","0.82","0","0","0","0","","0.692","Fri, 28 Jul 2017 15:11:04 GMT","","","https://www.rpiparts.com/pdf/Tuttnauer0717.pdf"
"https://www.rpiparts.com/pdf/35thAnniversary.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","546289","0","0.0","2","1","1","0.27","0","0","0","0","","0.75","Tue, 18 Sep 2007 19:18:46 GMT","","","https://www.rpiparts.com/pdf/35thAnniversary.pdf"
"https://www.rpiparts.com/pdf/ISOCertificateExp2018.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","137279","0","0.0","2","1","1","0.27","0","0","0","0","","0.704","Tue, 03 May 2016 17:00:38 GMT","","","https://www.rpiparts.com/pdf/ISOCertificateExp2018.pdf"
"https://www.rpiparts.com/pdf/DentVac0617.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","1865560","0","0.0","1","5","3","0.82","0","0","0","0","","0.654","Fri, 09 Jun 2017 22:50:48 GMT","","","https://www.rpiparts.com/pdf/DentVac0617.pdf"
"https://www.rpiparts.com/pdf/GetingeCastle0517.pdf","application/pdf","200","OK","","0","0","","0","0","","0","","0","","0","","","","450992","0","0.0","1","5","3","0.82","0","0","0","0","","0.624","Fri, 12 May 2017 15:50:19 GMT","","","https://www.rpiparts.com/pdf/GetingeCastle0517.pdf"
